id,%chg_lq_estabishments,%chg_total_emp,%chge_lq_total_qtrly_wages,%chge_lq_taxable_wages,%chge_avg_wkly_wage
17408,18.36,1.253333333,1.294,1.386,1.032
17409,17.73,1.182666667,1.266,0.584,0.982
17410,18.14,1.226,1.104,0.434,0.954
17411,17.53,1.200666667,1.224,0.5,1.004
17412,17.15,1.204666667,1.282,0.71,1.032
17413,16.02,1.194666667,1.28,0.618,0.998
17414,15.86,1.242,1.07,0.812,0.954
17415,15.51,1.228,1.286,0.468,1.018
17416,15.01,1.210666667,1.294,0.732,1.05
17417,14.69,1.216,1.308,0.586,0.978
17418,15.31,1.264,1.126,0.588,1.006
17419,15.48,1.226666667,1.236,0.572,0.994
17420,15.15,1.229333333,1.296,1.034,1.072
17421,15.14,1.234666667,1.292,0.578,0.968
17422,13.88,1.084,1.154,0.546,1.066
17423,13.99,1.103333333,1.172,0.508,1.024
17424,13.48,1.075333333,1.046,0.484,0.988
17425,13.33,1.126666667,1.14,0.572,1.022
17426,13.06,1.064,1.154,0.472,1.032
17427,13.1,1.048666667,0.98,0.504,0.944
17428,12.96,1.103333333,1.078,0.472,0.982
17429,11.77,1.068666667,1.114,0.532,1.034
17430,11.89,1.078666667,1.148,0.492,1.014
17431,11.94,1.051333333,1,0.526,0.972
17432,13.53,1.106,1.108,0.582,1.006
17433,13.65,1.102,1.16,0.548,1.046
17434,13.57,1.114,1.166,0.518,1.004
17435,13.64,1.082666667,1.034,0.478,0.982
17436,13.57,1.148,1.122,0.484,0.994
17437,13.62,1.146,1.17,0.56,1.046
17438,13.48,1.160666667,1.2,0.608,1.002
17439,22.57,1.281333333,1.216,0.836,0.952
17440,22.26,1.201333333,1.08,0.666,0.904
17441,21.95,1.161333333,1.076,0.592,0.914
17442,22.07,1.182666667,1.052,0.702,0.904
17443,21.62,1.131333333,1.028,0.64,0.92
17444,21.48,1.078,1.016,0.514,0.926
17445,21.64,1.113333333,1.024,0.564,0.916
17446,21.2,1.178,1.152,0.87,0.964
17447,21.4,1.124666667,1.04,0.62,0.92
17448,21.59,1.089333333,1.044,0.522,0.928
17449,19.86,1.128666667,1.032,0.528,0.9
17450,20.32,1.191333333,1.15,0.868,0.954
17451,20.28,1.154666667,1.076,0.676,0.92
17452,19.45,1.160666667,1.046,0.626,0.89
17453,19.97,1.171333333,1.078,0.584,0.922
17454,20.03,1.192666667,1.114,0.82,0.934
17455,20.43,1.15,1.084,0.61,0.932
17456,8.69,0.802666667,0.754,0.478,0.92
17457,9.06,0.801333333,0.734,0.444,0.864
17458,8.97,0.785333333,0.708,0.476,0.866
17459,8.85,0.812666667,0.732,0.466,0.882
17460,8.98,0.795333333,0.72,0.458,0.856
17461,8.98,0.79,0.71,0.49,0.876
17462,9.07,0.815333333,0.736,0.442,0.884
17463,8.86,0.808,0.766,0.468,0.93
17464,8.86,0.812666667,0.68,0.462,0.782
17465,8.87,0.804,0.718,0.484,0.868
17466,8.93,0.831333333,0.74,0.464,0.868
17467,8.78,0.822666667,0.76,0.462,0.914
17468,8.73,0.811333333,0.724,0.466,0.836
17469,8.76,0.784666667,0.71,0.462,0.874
17470,8.69,0.804666667,0.748,0.45,0.918
17471,8.88,0.809333333,0.746,0.456,0.922
17472,8.8,0.808666667,0.732,0.538,0.878
17473,20.35,2.356666667,2.884,0.778,1.25
17474,20.95,2.181333333,2.526,0.592,1.14
17475,20.61,2.082666667,2.472,0.476,1.174
17476,20.82,2.202,2.558,0.464,1.124
17477,21.66,2.036,2.304,0.562,1.142
17478,21.29,1.929333333,2.272,0.472,1.208
17479,20.84,2.098,2.468,0.506,1.2
17480,20.54,2.054666667,2.616,0.746,1.23
17481,20.58,1.886,2.326,0.56,1.218
17482,20.76,1.844,2.28,0.49,1.25
17483,20.8,1.949333333,2.344,0.52,1.18
17484,19.74,1.960666667,2.606,0.802,1.234
17485,19.96,1.829333333,2.272,0.72,1.198
17486,19.78,1.83,2.276,0.492,1.186
17487,19.8,1.931333333,2.42,0.444,1.182
17488,21.07,1.918666667,2.514,0.746,1.218
17489,21.11,1.804666667,2.306,0.538,1.214
17490,6.68,0.857333333,0.908,0.43,1.068
17491,6.82,0.860666667,0.88,0.41,1.032
17492,6.71,0.838666667,0.85,0.416,1.02
17493,6.75,0.86,0.89,0.41,1.054
17494,6.8,0.861333333,0.856,0.414,1.002
17495,6.9,0.822,0.858,0.412,1.054
17496,6.73,0.844666667,0.898,0.414,1.086
17497,6.66,0.841333333,0.916,0.432,1.112
17498,6.71,0.838,0.862,0.41,1.036
17499,6.67,0.828,0.87,0.41,1.056
17500,6.66,0.84,0.89,0.414,1.078
17501,6.76,0.834,0.912,0.43,1.116
17502,6.68,0.828,0.844,0.41,1.022
17503,6.59,0.812666667,0.832,0.41,1.032
17504,6.57,0.829333333,0.87,0.408,1.064
17505,6.69,0.825333333,0.866,0.41,1.064
17506,6.89,0.826666667,0.838,0.41,1.018
17507,17.25,2.807333333,3.656,1.268,1.08
17508,17.25,2.867333333,3.184,0.706,0.992
17509,16.84,2.858,3.594,0.648,0.992
17510,17.49,2.760666667,3.384,0.562,1.018
17511,16.98,2.632,2.982,0.636,0.982
17512,16.97,2.605333333,3.168,0.586,1.004
17513,17.12,2.572666667,3.056,0.528,0.998
17514,17.31,2.555333333,3.198,1.032,1.054
17515,17.34,2.688,3.028,0.732,0.99
17516,17.46,2.872,3.532,0.706,1
17517,16.95,2.786,3.35,0.626,1.008
17518,16.94,2.775333333,3.738,1.21,1.096
17519,16.83,2.799333333,3.258,0.842,0.992
17520,16.55,2.870666667,3.504,0.794,1.012
17521,16.63,2.808666667,3.514,0.588,1.028
17522,17.52,2.768,3.582,1.234,1.078
17523,17.65,2.762666667,3.464,0.732,1.03
17524,18.32,1.278,1.064,0.772,0.874
17525,18.42,1.243333333,1.004,0.596,0.838
17526,18.1,1.200666667,0.948,0.494,0.82
17527,18.43,1.286666667,1.022,0.526,0.842
17528,19.27,1.228,1.06,0.59,0.884
17529,19.13,1.294,1.12,0.634,0.902
17530,19.44,1.365333333,1.172,0.518,0.894
17531,19.46,1.331333333,1.27,0.882,0.962
17532,19.13,1.319333333,1.168,0.642,0.89
17533,18.92,1.289333333,1.092,0.542,0.884
17534,18.53,1.362,1.194,0.522,0.904
17535,18.29,1.368,1.302,0.87,0.962
17536,18.05,1.364,1.216,0.666,0.908
17537,18.26,1.350666667,1.16,0.532,0.9
17538,18.33,1.408,1.182,0.446,0.888
17539,18.91,1.406,1.276,0.896,0.952
17540,18.92,1.381333333,1.244,0.616,0.916
17541,6.49,1.464,1.652,0.432,1.086
17542,6.48,1.464666667,1.486,0.416,1.024
17543,6.38,1.425333333,1.458,0.412,0.996
17544,6.46,1.461333333,1.498,0.41,1.008
17545,6.5,1.472,1.502,0.422,1.038
17546,6.6,1.413333333,1.466,0.414,1.006
17547,6.45,1.461333333,1.576,0.41,1.046
17548,6.35,1.436,1.624,0.432,1.096
17549,6.26,1.443333333,1.492,0.418,1.048
17550,6.18,1.426666667,1.514,0.408,1.018
17551,6.42,1.483333333,1.598,0.416,1.058
17552,6.52,1.468666667,1.66,0.432,1.092
17553,6.42,1.450666667,1.494,0.422,1.048
17554,6.31,1.419333333,1.368,0.416,0.952
17555,6.26,1.468,1.5,0.418,1.016
17556,6.44,1.438666667,1.524,0.43,1.038
17557,6.45,1.432666667,1.474,0.42,1.048
17558,17.2,1.276,1.51,0.912,1.118
17559,16.94,1.236,1.42,0.618,1.07
17560,16.18,1.204,1.234,0.798,1.028
17561,16.7,1.238666667,1.374,0.438,1.072
17562,17.04,1.204666667,1.36,0.584,1.008
17563,16.65,1.203333333,1.188,0.616,0.996
17564,16.23,1.214,1.36,0.586,1.094
17565,16.87,1.191333333,1.412,0.746,1.174
17566,16.94,1.197333333,1.444,0.682,1.082
17567,17.03,1.212,1.23,0.75,1.08
17568,16.31,1.206666667,1.378,0.626,1.128
17569,15.33,1.217333333,1.42,0.81,1.186
17570,15.89,1.216,1.392,0.578,1.108
17571,15.17,1.198,1.28,0.472,1.11
17572,14.81,1.233333333,1.342,0.434,1.116
17573,16.02,1.25,1.5,0.856,1.222
17574,15.88,1.231333333,1.378,0.69,1.076
17575,10.17,0.715333333,0.694,0.434,0.952
17576,10.43,0.719333333,0.71,0.448,0.942
17577,10.37,0.692666667,0.654,0.432,0.916
17578,10.57,0.714666667,0.688,0.446,0.942
17579,10.74,0.753333333,0.772,0.456,0.998
17580,10.85,0.702,0.662,0.442,0.906
17581,9.98,0.718,0.678,0.418,0.918
17582,9.26,0.708,0.706,0.432,0.972
17583,9.79,0.729333333,0.726,0.452,0.952
17584,9.81,0.699333333,0.674,0.444,0.922
17585,10.15,0.728666667,0.702,0.418,0.936
17586,10.05,0.723333333,0.724,0.436,0.982
17587,10.05,0.724,0.724,0.454,0.95
17588,10.05,0.697333333,0.666,0.434,0.94
17589,10.08,0.710666667,0.698,0.428,0.968
17590,10.02,0.712666667,0.71,0.438,0.992
17591,10.27,0.717333333,0.724,0.454,0.974
17592,8.91,0.852,0.77,0.556,0.874
17593,8.8,0.840666667,0.758,0.526,0.864
17594,8.72,0.828666667,0.74,0.524,0.858
17595,8.8,0.842,0.752,0.516,0.88
17596,8.82,0.82,0.75,0.51,0.874
17597,8.82,0.811333333,0.734,0.5,0.87
17598,8.71,0.839333333,0.744,0.488,0.866
17599,8.64,0.85,0.782,0.56,0.918
17600,8.65,0.859333333,0.796,0.502,0.908
17601,8.7,0.851333333,0.784,0.508,0.904
17602,8.9,0.865333333,0.798,0.488,0.918
17603,8.77,0.860666667,0.82,0.552,0.956
17604,8.78,0.858,0.78,0.512,0.886
17605,8.97,0.848666667,0.776,0.506,0.902
17606,8.93,0.857333333,0.77,0.48,0.902
17607,9.19,0.850666667,0.794,0.546,0.94
17608,9.11,0.838,0.766,0.484,0.89
17609,17.6,2.586,2.962,1.176,0.996
17610,17.75,2.636666667,2.68,0.91,0.942
17611,17.68,2.627333333,2.978,0.756,0.922
17612,18.48,2.725333333,2.976,0.764,0.938
17613,20.19,2.766666667,3.042,0.766,0.956
17614,20.12,2.726666667,3.258,0.574,0.958
17615,19.66,2.904,3.43,0.586,0.974
17616,19.83,2.985333333,3.862,0.878,1.032
17617,20.08,2.994666667,3.294,0.774,0.96
17618,20.96,3.060666667,3.614,0.764,0.938
17619,19.66,3.1,3.64,0.678,0.954
17620,18.89,3.169333333,4.106,0.938,1.018
17621,18.73,3.183333333,3.49,0.766,0.942
17622,17.58,3.245333333,3.708,0.756,0.956
17623,17.29,3.178666667,3.86,0.588,0.972
17624,17.75,3.188,3.88,0.97,1.014
17625,17.76,3.076666667,3.718,0.724,0.974
17626,10.09,0.942666667,0.864,0.436,0.932
17627,9.92,0.945333333,0.832,0.454,0.886
17628,9.83,0.938666667,0.842,0.412,0.902
17629,9.84,0.965333333,0.864,0.406,0.922
17630,10.01,0.949333333,0.866,0.422,0.942
17631,10.49,0.92,0.834,0.408,0.91
17632,10.2,0.948,0.852,0.406,0.918
17633,10.24,0.932666667,0.878,0.438,0.948
17634,10.29,0.942,0.864,0.418,0.92
17635,10.26,0.933333333,0.87,0.41,0.926
17636,10.3,0.954,0.882,0.408,0.946
17637,10.62,0.96,0.886,0.444,0.932
17638,10.24,0.96,0.88,0.428,0.916
17639,10.07,0.942,0.84,0.41,0.904
17640,10.01,0.966666667,0.886,0.41,0.926
17641,10.13,0.961333333,0.884,0.446,0.94
17642,9.99,0.952666667,0.89,0.424,0.96
17643,11.61,1.019333333,1.034,0.634,0.982
17644,10.92,1.022,1.124,0.574,0.996
17645,10.74,0.967333333,0.89,0.546,0.93
17646,11.03,1.043333333,1.018,0.528,0.956
17647,10.94,1.017333333,1.072,0.536,0.962
17648,10.94,0.934666667,0.83,0.496,0.88
17649,11.4,1.026666667,0.97,0.482,0.934
17650,11.03,1.015333333,1.016,0.612,0.982
17651,11.01,1.038,1.094,0.546,0.97
17652,10.73,0.986,0.91,0.526,0.938
17653,10.38,1.036666667,0.918,0.484,0.894
17654,9.96,1.006,0.918,0.628,0.918
17655,10.24,1.009333333,0.95,0.546,0.878
17656,9.83,0.929333333,0.798,0.518,0.87
17657,9.77,0.98,0.846,0.5,0.868
17658,9.9,0.967333333,0.842,0.59,0.892
17659,10.49,0.950666667,0.864,0.508,0.86
17660,25.13,1.722,1.916,0.618,1.098
17661,25.58,1.698666667,1.742,0.59,1.016
17662,25.74,1.72,1.784,0.624,1.034
17663,26.24,1.748666667,1.832,0.676,1.044
17664,27.94,1.624666667,1.708,0.456,1.028
17665,27.49,1.71,1.7,0.5,0.996
17666,26.47,1.732,1.836,0.534,1.052
17667,26.15,1.771333333,1.972,0.536,1.098
17668,26.05,1.784666667,1.844,0.5,1.02
17669,25.95,1.807333333,1.88,0.652,1.026
17670,24.52,1.791333333,1.912,0.658,1.044
17671,24.1,1.860666667,2.16,0.594,1.12
17672,23.97,1.840666667,1.958,0.578,1.03
17673,24.04,1.851333333,1.918,0.564,1.034
17674,24.33,1.874,2.132,0.558,1.098
17675,24.27,1.906666667,2.164,0.642,1.106
17676,25.41,1.844,2.04,0.572,1.068
17677,10.63,0.807333333,0.728,0.448,0.876
17678,10.28,0.816,0.73,0.49,0.842
17679,10.29,0.792666667,0.722,0.552,0.866
17680,10.49,0.808666667,0.712,0.416,0.846
17681,10.88,0.795333333,0.75,0.43,0.908
17682,11.1,0.799333333,0.726,0.442,0.866
17683,11.17,0.813333333,0.742,0.47,0.89
17684,11.25,0.808666667,0.76,0.45,0.926
17685,11.34,0.816,0.748,0.462,0.88
17686,11.19,0.792666667,0.718,0.456,0.868
17687,12.66,0.82,0.754,0.422,0.894
17688,12.66,0.81,0.748,0.432,0.902
17689,12.4,0.815333333,0.752,0.454,0.878
17690,12.33,0.785333333,0.72,0.488,0.88
17691,12.17,0.801333333,0.738,0.476,0.898
17692,12.37,0.780666667,0.724,0.434,0.918
17693,12.52,0.805333333,0.736,0.48,0.88
17694,15.94,1.102,1.136,0.518,0.998
17695,16.31,1.098,1.102,0.536,0.958
17696,15.9,1.086666667,1.022,0.514,0.938
17697,15.96,1.078,1.05,0.566,0.954
17698,15.78,1.136,1.106,0.51,0.918
17699,15.59,1.085333333,1.004,0.538,0.916
17700,14.9,1.052666667,1.012,0.508,0.938
17701,15.53,1.042,1.072,0.516,1.004
17702,15.58,1.058,1.074,0.51,0.962
17703,15.72,1.037333333,0.98,0.63,0.942
17704,15.73,1.066,1.058,0.55,0.968
17705,15.59,1.054,1.138,0.524,1.034
17706,15.43,1.039333333,1.096,0.62,0.996
17707,15.4,1.047333333,1.008,0.494,0.98
17708,15.27,1.050666667,1.068,0.636,0.984
17709,15.14,1.052,1.16,0.516,1.08
17710,14.77,1.035333333,1.092,0.502,0.986
17711,16.62,0.963333333,1.012,0.968,1.054
17712,16.82,0.964,1.026,0.652,1.01
17713,16,0.890666667,0.868,0.706,0.968
17714,16.5,0.985333333,0.95,0.63,0.978
17715,16.6,0.921333333,0.982,0.772,1.032
17716,17.16,0.913333333,0.854,0.624,0.93
17717,17.55,0.952666667,0.928,0.744,0.996
17718,17.28,0.960666667,0.998,0.818,1.036
17719,17.54,0.960666667,1.016,0.74,1.012
17720,16.88,0.889333333,0.838,0.606,0.932
17721,16.51,0.968,0.922,0.566,0.972
17722,16.55,0.970666667,0.968,0.8,1.002
17723,16.61,0.958666667,0.99,0.704,1.026
17724,16.06,0.900666667,0.848,0.494,0.956
17725,16.13,0.978666667,0.902,0.54,0.95
17726,16.86,0.979333333,0.984,0.794,1.056
17727,16.85,0.983333333,1.01,0.746,1.004
17728,8.94,0.756,0.764,0.452,1.004
17729,9.16,0.748666667,0.768,0.472,1
17730,9.07,0.732666667,0.704,0.444,0.936
17731,9.2,0.757333333,0.748,0.442,0.978
17732,9.32,0.758666667,0.8,0.44,1.044
17733,9.52,0.722,0.698,0.44,0.956
17734,9.08,0.724666667,0.726,0.44,0.998
17735,9.01,0.732,0.762,0.438,1.058
17736,9.76,0.73,0.766,0.436,1.032
17737,9.88,0.732,0.714,0.452,0.958
17738,10.55,0.741333333,0.746,0.432,1.002
17739,10.8,0.734,0.762,0.436,1.048
17740,10.69,0.731333333,0.746,0.424,0.988
17741,10.72,0.722666667,0.678,0.428,0.938
17742,10.74,0.737333333,0.706,0.422,0.946
17743,10.76,0.738666667,0.736,0.434,1.01
17744,10.72,0.743333333,0.746,0.432,0.988
17745,25.77,1.904666667,2.016,0.45,1
17746,25.67,1.876,1.936,0.436,0.978
17747,25.48,1.867333333,1.84,0.438,0.958
17748,26.62,1.899333333,1.974,0.438,0.992
17749,27.97,1.922,1.928,0.432,1.01
17750,29.12,1.958666667,1.874,0.446,0.948
17751,28.47,2.069333333,2.14,0.44,1.01
17752,27.38,1.867333333,2.118,0.452,1.066
17753,27.63,1.846666667,1.91,0.448,1.012
17754,27.13,1.824666667,1.848,0.44,1.002
17755,27.14,1.797333333,1.908,0.438,1.044
17756,27.18,1.818,2.12,0.46,1.084
17757,26.42,1.864,1.914,0.446,0.988
17758,27.02,1.914666667,1.988,0.442,0.998
17759,27.14,1.906666667,2.094,0.428,0.994
17760,27.32,1.824666667,2.14,0.442,1.05
17761,29.25,1.822666667,1.99,0.42,1.004
17762,13.31,1.421333333,1.618,0.58,1.082
17763,13.4,1.42,1.554,0.528,1.05
17764,12.95,1.432666667,1.562,0.478,1.05
17765,12.95,1.401333333,1.514,0.478,1.048
17766,13.29,1.314,1.374,0.478,1.038
17767,13.3,1.327333333,1.468,0.476,1.084
17768,13.46,1.326,1.512,0.446,1.118
17769,13.6,1.326,1.606,0.592,1.174
17770,13.81,1.318666667,1.44,0.512,1.076
17771,13.77,1.306,1.522,0.468,1.142
17772,13.9,1.166,1.092,0.458,0.952
17773,13.79,1.190666667,1.186,0.586,0.996
17774,14.03,1.172666667,1.114,0.49,0.948
17775,13.25,1.160666667,1.076,0.478,0.93
17776,13.39,1.17,1.112,0.468,0.958
17777,13.33,1.156666667,1.11,0.562,0.97
17778,13.49,1.167333333,1.108,0.486,0.956
17779,7.45,0.732,0.728,0.464,0.956
17780,7.56,0.738,0.736,0.44,0.928
17781,7.46,0.71,0.668,0.438,0.876
17782,7.43,0.726666667,0.704,0.434,0.922
17783,7.02,0.734,0.744,0.444,0.95
17784,7.03,0.7,0.658,0.436,0.866
17785,7.28,0.714666667,0.688,0.446,0.912
17786,7.2,0.710666667,0.716,0.46,0.97
17787,7.32,0.711333333,0.728,0.452,0.954
17788,7.37,0.692,0.654,0.448,0.872
17789,7.55,0.715333333,0.704,0.442,0.938
17790,7.55,0.714666667,0.72,0.456,0.966
17791,7.53,0.701333333,0.722,0.462,0.96
17792,7.38,0.681333333,0.654,0.446,0.914
17793,7.37,0.700666667,0.684,0.432,0.95
17794,7.6,0.702666667,0.72,0.45,1.018
17795,7.54,0.696,0.718,0.444,0.96
17796,17.68,1.498666667,1.754,0.45,1.126
17797,18.13,1.460666667,1.69,0.464,1.076
17798,18.48,1.426,1.558,0.49,1.084
17799,18.5,1.428666667,1.626,0.49,1.124
17800,20.05,1.403333333,1.564,0.47,1.054
17801,20.46,1.434,1.482,0.488,1.028
17802,20.59,1.371333333,1.558,0.488,1.124
17803,20.71,1.401333333,1.7,0.45,1.192
17804,20.99,1.374,1.572,0.462,1.088
17805,20.87,1.399333333,1.484,0.49,1.076
17806,22.49,1.456,1.686,0.496,1.152
17807,21.69,1.501333333,1.786,0.452,1.166
17808,21.74,1.492666667,1.744,0.49,1.098
17809,21.91,1.494666667,1.634,0.498,1.106
17810,22.16,1.504666667,1.694,0.426,1.112
17811,21.71,1.52,1.82,0.416,1.18
17812,21.65,1.484,1.72,0.448,1.086
17813,12.94,0.947333333,0.994,0.546,1.054
17814,13.05,0.940666667,0.996,0.508,1.03
17815,12.82,0.944,0.942,0.484,1.002
17816,13.04,0.963333333,1.024,0.48,1.042
17817,13.36,0.934,1.014,0.488,1.066
17818,13.96,0.978666667,1,0.492,1.034
17819,13.75,0.962666667,1.042,0.438,1.082
17820,13.78,0.958666667,1.096,0.562,1.142
17821,14.06,0.97,1.062,0.502,1.062
17822,14.13,0.985333333,1.048,0.528,1.038
17823,15.19,1.022666667,1.092,0.47,1.054
17824,15.03,1.014666667,1.132,0.572,1.13
17825,14.99,0.991333333,1.068,0.52,1.042
17826,14.92,0.976666667,1.032,0.486,1.028
17827,14.92,0.982666667,1.05,0.472,1.09
17828,15.07,0.985333333,1.142,0.568,1.138
17829,14.9,0.981333333,1.054,0.514,1.058
17830,5.85,1.088,1.088,0.586,0.968
17831,5.91,1.073333333,1.078,0.494,0.972
17832,5.8,1.01,0.96,0.492,0.922
17833,5.86,1.072666667,1.062,0.49,0.968
17834,5.73,1.079333333,1.064,0.486,0.954
17835,5.91,1.009333333,0.986,0.5,0.94
17836,5.9,1.062,1.03,0.504,0.962
17837,5.92,1.065333333,1.076,0.596,0.986
17838,5.91,1.054666667,1.068,0.494,0.984
17839,5.91,1.006,0.962,0.5,0.942
17840,6.01,1.052,1.006,0.486,0.948
17841,5.92,1.044666667,1.034,0.556,0.974
17842,5.8,1.024666667,1.02,0.498,0.962
17843,5.75,0.946666667,0.922,0.5,0.96
17844,5.73,1.009333333,0.952,0.48,0.932
17845,5.91,1.055333333,1.026,0.566,0.974
17846,5.88,1.038666667,1.022,0.486,0.948
17847,22.58,1.372,1.314,0.462,0.962
17848,23.44,1.352666667,1.334,0.502,0.942
17849,22.87,1.212666667,1.112,0.5,0.918
17850,23.27,1.346,1.27,0.472,0.968
17851,22.05,1.286666667,1.304,0.492,0.944
17852,22.14,1.202,1.184,0.438,0.96
17853,21.12,1.34,1.314,0.552,0.978
17854,21.05,1.306,1.32,0.668,1.002
17855,21.32,1.270666667,1.358,0.516,0.992
17856,20.54,1.208,1.184,0.48,0.964
17857,22.27,1.38,1.374,0.614,1
17858,22.8,1.359333333,1.384,0.642,1.028
17859,22.4,1.311333333,1.386,0.458,1.016
17860,21.19,1.354,1.284,0.516,1.024
17861,22.36,1.358,1.376,0.448,1.048
17862,23.32,1.367333333,1.382,0.606,1.016
17863,24.3,1.358666667,1.394,0.532,0.974
17864,26.1,1.554666667,1.752,1.214,1.104
17865,26.59,1.568666667,1.63,0.834,1.06
17866,26.87,1.665333333,1.716,0.586,1.056
17867,28.74,1.624,1.726,0.53,1.086
17868,31.62,1.572,1.574,0.734,0.988
17869,31.95,1.707333333,1.596,0.592,0.972
17870,31.75,1.579333333,1.61,0.484,1.032
17871,32.01,1.557333333,1.768,1.228,1.11
17872,35.2,1.604,1.724,0.846,1.04
17873,35.25,1.642666667,1.616,0.492,1.054
17874,33.86,1.594,1.692,0.488,1.09
17875,32.54,1.584666667,1.83,1.246,1.144
17876,32.55,1.628666667,1.696,0.638,1.02
17877,32.83,1.603333333,1.642,0.484,1.088
17878,32.12,1.512666667,1.61,0.496,1.042
17879,31.24,1.494666667,1.698,1.074,1.124
17880,31.61,1.503333333,1.61,0.654,1.024
17881,16.62,1.14,1.104,0.498,0.966
17882,17.47,1.155333333,1.094,0.6,0.928
17883,17.3,1.156,1.062,0.562,0.908
17884,17.54,1.136,1.062,0.538,0.954
17885,18.34,1.088,1.042,0.642,0.938
17886,18.38,1.107333333,1.028,0.602,0.914
17887,18.53,1.118,1.046,0.52,0.95
17888,17.83,1.119333333,1.142,0.6,1.024
17889,17.85,1.144666667,1.082,0.774,0.934
17890,17.63,1.134666667,1.05,0.558,0.916
17891,16.14,1.178,1.102,0.626,0.946
17892,16.45,1.156,1.09,0.712,0.964
17893,16.2,1.18,1.068,0.696,0.914
17894,16.06,1.186,1.05,0.62,0.904
17895,16.02,1.21,1.102,0.516,0.922
17896,15.62,1.196,1.088,0.54,0.946
17897,15.28,1.211333333,1.12,0.606,0.916
17898,16.56,1.230666667,1.196,0.738,1.014
17899,16.7,1.230666667,1.178,0.614,1.006
17900,16.58,1.216666667,1.124,0.566,0.966
17901,16.99,1.252,1.222,0.538,1.026
17902,16.84,1.198666667,1.186,0.584,1.032
17903,17.07,1.19,1.132,0.546,0.994
17904,16.92,1.220666667,1.2,0.508,1.036
17905,16.43,1.210666667,1.218,0.74,1.044
17906,16.76,1.216666667,1.12,0.624,0.97
17907,16.64,1.204666667,1.142,0.518,0.99
17908,17.04,1.214666667,1.154,0.516,1.014
17909,17.34,1.218,1.206,0.718,1.04
17910,17.03,1.22,1.072,0.628,0.928
17911,17.02,1.194666667,1.112,0.532,0.976
17912,16.98,1.22,1.166,0.53,1.008
17913,17.18,1.204666667,1.182,0.702,1.024
17914,17.1,1.226,1.164,0.614,0.99
17915,10.65,0.888666667,0.898,0.554,1.026
17916,10.75,0.892,0.884,0.472,0.984
17917,10.65,0.909333333,0.826,0.442,0.946
17918,10.86,0.894,0.868,0.45,0.996
17919,10.83,0.890666667,0.862,0.47,0.984
17920,10.93,0.912,0.894,0.43,0.986
17921,11.05,0.895333333,0.864,0.456,0.988
17922,10.82,0.888,0.934,0.562,1.068
17923,10.83,0.896,0.918,0.486,1.028
17924,10.8,0.914666667,0.834,0.472,0.95
17925,10.86,0.898666667,0.89,0.45,1.014
17926,11.17,0.907333333,0.902,0.58,1.022
17927,11.09,0.903333333,0.9,0.504,1.008
17928,11.06,0.912,0.83,0.444,0.948
17929,11,0.896666667,0.904,0.468,1.038
17930,11.48,0.896,0.884,0.57,1.014
17931,11.48,0.899333333,0.926,0.476,1.04
17932,15.59,1.228666667,1.336,0.838,1.09
17933,16.26,1.23,1.276,0.698,1.024
17934,16.13,1.277333333,1.246,0.706,1.016
17935,16.48,1.228,1.306,0.742,1.072
17936,16.66,1.148666667,1.206,0.642,1.028
17937,16.59,1.216,1.18,0.728,0.992
17938,15.8,1.185333333,1.23,0.904,1.034
17939,15.86,1.192,1.332,0.932,1.086
17940,15.62,1.150666667,1.238,0.6,1.036
17941,15.21,1.198,1.18,0.55,1.014
17942,15.78,1.169333333,1.206,0.496,1.05
17943,15.79,1.185333333,1.324,0.89,1.09
17944,15.59,1.166666667,1.226,0.76,1.022
17945,15.37,1.198666667,1.166,0.62,1.014
17946,15.38,1.170666667,1.202,0.598,1.034
17947,15.31,1.196666667,1.308,0.886,1.086
17948,15.24,1.198,1.23,0.718,1.004
17949,8.4,0.914666667,0.934,0.478,1.044
17950,8.56,0.917333333,0.94,0.45,1.036
17951,8.44,0.891333333,0.866,0.438,0.982
17952,8.53,0.925333333,0.914,0.434,1.008
17953,8.43,0.928666667,0.95,0.444,1.038
17954,8.48,0.891333333,0.874,0.432,0.994
17955,8.36,0.906666667,0.904,0.426,1.024
17956,8.34,0.903333333,0.956,0.476,1.086
17957,8.3,0.906666667,0.922,0.446,1.034
17958,8.32,0.891333333,0.874,0.442,1
17959,8.26,0.92,0.92,0.422,1.026
17960,8.23,0.926666667,0.956,0.472,1.06
17961,8.1,0.931333333,0.922,0.444,1.008
17962,8.22,0.904,0.862,0.444,0.98
17963,8.15,0.936,0.916,0.434,1.01
17964,8.15,0.932,0.944,0.482,1.05
17965,8.21,0.93,0.94,0.444,1.024
17966,37.78,1.913333333,2.116,0.9,1.15
17967,38.09,0.349333333,0.36,0.398,0.67
17968,38.11,2.109333333,1.998,0.874,1.058
17969,39.3,0.350666667,0.374,0.4,0.716
17970,43.36,1.852,1.912,0.824,0.968
17971,43.03,2.032666667,1.94,0.844,1
17972,42.21,1.912666667,1.876,0.7,1.074
17973,42.08,1.874666667,1.94,0.878,1.11
17974,41.9,0.346666667,0.358,0.396,0.668
17975,46.08,0.334666667,0.374,0.394,0.748
17976,45.79,2.015333333,2.102,0.758,1.144
17977,42.24,2.001333333,2.136,0.992,1.174
17978,43.48,2.018666667,1.996,0.986,1.058
17979,43.79,0.343333333,0.388,0.398,0.768
17980,42.14,0.34,0.368,0.396,0.712
